timestamp;sample_val;
3.971700680272109s;0;
3.9728344671201814s;0;
3.973968253968254s;0;
3.9751020408163265s;0;
3.976235827664399s;23008;
3.977369614512472s;0;
3.9785034013605443s;0;
3.979637188208617s;0;
3.9807709750566893s;5605;
3.981904761904762s;0;
3.9830385487528344s;0;
3.984172335600907s;0;
3.98530612244898s;0;
3.986439909297052s;0;
3.987573696145125s;0;
3.988707482993197s;5149;
3.98984126984127s;0;
3.9909750566893427s;0;
3.992108843537415s;6407;
3.9932426303854878s;19455;
3.99437641723356s;0;
3.995510204081633s;0;
3.996643990929705s;0;
3.997777777777778s;0;
3.9989115646258506s;0;
4.000045351473923s;5206;
4.001179138321995s;0;
3.9978004535147393s;0;
3.9989342403628116s;0;
4.000068027210884s;0;
4.001201814058957s;0;
4.0023356009070294s;0;
4.003469387755102s;0;
4.004603174603175s;0;
4.005736961451247s;0;
4.0068707482993196s;0;
4.008004535147392s;0;
4.009138321995465s;0;
4.010272108843537s;0;
4.01140589569161s;0;
4.012539682539683s;0;
4.013673469387755s;14889;
4.0148072562358275s;0;
4.0159410430839s;0;
4.017074829931973s;0;
4.018208616780045s;0;
4.019342403628118s;0;
4.020476190476191s;0;
4.021609977324263s;0;
4.022743764172335s;0;
4.023877551020409s;0;
4.025011337868481s;26054;
4.026145124716553s;2004;
4.0272789115646255s;0;
4.02390022675737s;0;
4.025034013605443s;0;
4.026167800453515s;0;
4.027301587301587s;0;
4.028435374149661s;0;
4.029569160997733s;0;
4.030702947845805s;0;
4.0318367346938775s;0;
4.032970521541951s;0;
4.034104308390023s;0;
4.035238095238095s;0;
4.0363718820861685s;0;
4.037505668934241s;32762;
4.038639455782313s;0;
4.039773242630385s;0;
4.040907029478459s;0;
4.042040816326531s;0;
4.043174603174603s;0;
4.044308390022676s;0;
4.045442176870749s;0;
4.046575963718821s;0;
4.047709750566893s;0;
4.0488435374149665s;2315;
4.049977324263039s;0;
4.051111111111111s;18516;
4.052244897959184s;2489;
4.053378684807257s;0;
4.05s;0;
4.051133786848072s;0;
4.052267573696144s;0;
4.053401360544218s;0;
4.05453514739229s;0;
4.055668934240362s;13460;
4.056802721088435s;0;
4.057936507936508s;31428;
4.05907029478458s;0;
4.060204081632652s;22214;
4.0613378684807255s;0;
4.062471655328798s;0;
4.06360544217687s;0;
4.064739229024943s;12183;
4.065873015873016s;0;
4.067006802721088s;0;
4.068140589569161s;19412;
4.069274376417233s;0;
4.070408163265306s;0;
4.071541950113378s;0;
4.072675736961451s;0;
4.0738095238095235s;0;
4.074943310657596s;13596;
4.076077097505669s;0;
4.077210884353741s;18663;
4.078344671201814s;1459;
4.079478458049886s;0;
4.07609977324263s;17961;
4.077233560090703s;0;
4.078367346938776s;0;
4.079501133786848s;0;
4.080634920634921s;0;
4.081768707482993s;0;
4.082902494331066s;0;
4.084036281179138s;0;
4.085170068027211s;0;
4.0863038548752835s;0;
4.087437641723356s;10008;
4.088571428571429s;0;
4.089705215419501s;24236;
4.090839002267574s;2407;
4.091972789115646s;7630;
4.093106575963719s;31018;
4.094240362811791s;17583;
4.095374149659864s;0;
4.096507936507937s;16752;
4.097641723356009s;0;
4.0987755102040815s;0;
4.099909297052154s;0;
4.101043083900227s;0;
4.102176870748299s;0;
4.103310657596372s;5215;
4.104444444444445s;35;
4.105578231292517s;1;
4.102199546485261s;0;
4.1033333333333335s;0;
4.104467120181406s;0;
4.105600907029479s;0;
4.106734693877551s;0;
4.107868480725624s;0;
4.109002267573697s;0;
4.110136054421769s;0;
4.111269841269841s;0;
4.112403628117915s;0;
4.113537414965987s;11785;
4.114671201814059s;0;
4.1158049886621315s;0;
4.116938775510205s;5911;
4.118072562358277s;0;
4.119206349206349s;0;
4.1203401360544225s;0;
4.121473922902495s;0;
4.122607709750567s;17112;
4.123741496598639s;0;
4.124875283446713s;13211;
4.126009070294785s;0;
4.127142857142857s;0;
4.12827664399093s;0;
4.129410430839003s;29797;
4.130544217687075s;2733;
4.131678004535147s;0;
4.1282993197278905s;0;
4.129433106575964s;0;
4.130566893424036s;26007;
4.131700680272108s;6019;
4.1328344671201815s;14440;
4.133968253968254s;0;
4.135102040816326s;0;
4.1362358276643985s;0;
4.137369614512472s;13028;
4.138503401360544s;0;
4.139637188208616s;18653;
4.1407709750566895s;0;
4.141904761904762s;0;
4.143038548752834s;0;
4.144172335600906s;0;
4.14530612244898s;0;
4.146439909297052s;0;
4.147573696145124s;18187;
4.148707482993197s;0;
4.14984126984127s;0;
4.150975056689342s;0;
4.152108843537414s;0;
4.1532426303854875s;23796;
4.15437641723356s;14167;
4.155510204081632s;10734;
4.156643990929705s;1279;
4.157777777777778s;0;
4.154399092970522s;0;
4.155532879818594s;29198;
4.156666666666666s;0;
4.1578004535147395s;29695;
4.158934240362812s;10032;
4.160068027210884s;0;
4.161201814058957s;0;
4.16233560090703s;0;
4.163469387755102s;0;
4.164603174603175s;0;
4.165736961451247s;18111;
4.16687074829932s;0;
4.168004535147392s;0;
4.169138321995465s;0;
4.1702721088435375s;0;
4.17140589569161s;13656;
4.172539682539683s;0;
4.173673469387755s;0;
4.174807256235828s;0;
4.1759410430839s;0;
4.177074829931973s;0;
4.178208616780045s;0;
4.179342403628118s;0;
4.180476190476191s;14258;
4.181609977324263s;5368;
4.1827437641723355s;1013;
4.183877551020408s;1;
4.180498866213152s;0;
4.181632653061225s;0;
4.182766439909297s;23172;
4.18390022675737s;0;
4.185034013605443s;13243;
4.186167800453515s;32623;
4.1873015873015875s;0;
4.18843537414966s;18695;
4.189569160997733s;0;
4.190702947845805s;0;
4.191836734693878s;0;
4.192970521541951s;0;
4.194104308390023s;26962;
4.195238095238095s;0;
4.196371882086168s;23816;
4.197505668934241s;0;
4.198639455782313s;0;
4.1997732426303855s;0;
4.200907029478459s;0;
4.202040816326531s;29956;
4.203174603174603s;0;
4.2043083900226765s;0;
4.205442176870749s;0;
4.206575963718821s;0;
4.2077097505668934s;0;
4.208843537414967s;2610;
4.209977324263039s;1;
4.206598639455783s;3633;
4.207732426303855s;7072;
4.2088662131519285s;0;
4.210000000000001s;0;
4.211133786848073s;0;
4.2122675736961455s;0;
4.213401360544219s;0;
4.214535147392291s;7796;
4.215668934240363s;0;
4.2168027210884365s;23199;
4.217936507936509s;0;
4.219070294784581s;0;
4.220204081632653s;16816;
4.221337868480727s;29964;
4.222471655328799s;0;
4.223605442176871s;0;
4.224739229024944s;29962;
4.225873015873017s;0;
4.227006802721089s;15361;
4.228140589569161s;141;
4.2292743764172345s;16847;
4.230408163265307s;0;
4.231541950113379s;0;
4.232675736961452s;26603;
4.233809523809525s;11223;
4.234943310657597s;1435;
4.236077097505669s;4;
4.232698412698412s;10433;
4.233832199546486s;0;
4.234965986394558s;0;
4.23609977324263s;2662;
4.237233560090703s;0;
4.238367346938776s;0;
4.239501133786848s;2474;
4.24063492063492s;0;
4.2417687074829935s;0;
4.242902494331066s;0;
4.244036281179138s;0;
4.245170068027211s;0;
4.246303854875284s;20362;
4.247437641723356s;0;
4.248571428571429s;29597;
4.249705215419501s;0;
4.250839002267574s;7852;
4.251972789115646s;0;
4.253106575963719s;0;
4.2542403628117915s;30956;
4.255374149659864s;28895;
4.256507936507937s;22463;
4.257641723356009s;15897;
4.258775510204082s;26119;
4.259909297052154s;16961;
4.261043083900227s;3155;
4.262176870748299s;8;
4.2587981859410435s;0;
4.259931972789116s;24866;
4.261065759637189s;0;
4.262199546485261s;27222;
4.263333333333334s;0;
4.264467120181406s;0;
4.265600907029479s;0;
4.266734693877551s;0;
4.267868480725624s;0;
4.269002267573697s;0;
4.270136054421769s;0;
4.2712698412698415s;0;
4.272403628117914s;23054;
4.273537414965987s;0;
4.274671201814059s;0;
4.275804988662132s;17827;
4.276938775510205s;15336;
4.278072562358277s;11956;
4.2792063492063495s;0;
4.280340136054422s;0;
4.281473922902495s;26332;
4.282607709750567s;0;
4.28374149659864s;2787;
4.284875283446713s;28543;
4.286009070294785s;15783;
4.287142857142857s;2256;
4.288276643990931s;10;
4.284897959183673s;9012;
4.286031746031746s;20288;
4.287165532879818s;0;
4.288299319727891s;28238;
4.289433106575964s;0;
4.290566893424036s;0;
4.2917006802721085s;0;
4.292834467120182s;0;
4.293968253968254s;13213;
4.295102040816326s;0;
4.296235827664399s;0;
4.297369614512472s;18707;
4.298503401360544s;0;
4.299637188208616s;5265;
4.30077097505669s;0;
4.301904761904762s;0;
4.303038548752834s;0;
4.3041723356009065s;0;
4.30530612244898s;0;
4.306439909297052s;0;
4.307573696145124s;0;
4.3087074829931975s;0;
4.30984126984127s;0;
4.310975056689342s;0;
4.312108843537414s;13490;
4.313242630385488s;678;
4.31437641723356s;6;
4.310997732426304s;14153;
4.312131519274376s;8339;
4.3132653061224495s;6886;
4.314399092970522s;15615;
4.315532879818594s;4990;
4.316666666666666s;0;
4.31780045351474s;0;
4.318934240362812s;0;
4.320068027210884s;0;
4.321201814058957s;0;
4.32233560090703s;0;
4.323469387755102s;0;
4.324603174603174s;0;
4.3257369614512475s;0;
4.32687074829932s;0;
4.328004535147392s;0;
4.329138321995465s;0;
4.330272108843538s;0;
4.33140589569161s;0;
4.332539682539683s;0;
4.333673469387755s;0;
4.334807256235828s;0;
4.3359410430839s;0;
4.337074829931973s;0;
4.3382086167800455s;0;
4.339342403628118s;0;
4.340476190476191s;10167;
4.337097505668934s;0;
4.338231292517007s;0;
4.339365079365079s;0;
4.340498866213151s;0;
4.341632653061224s;0;
4.342766439909297s;0;
4.343900226757369s;0;
4.345034013605442s;0;
4.3461678004535145s;0;
4.347301587301587s;0;
4.348435374149659s;0;
4.349569160997732s;0;
4.350702947845805s;0;
4.351836734693877s;0;
4.35297052154195s;0;
4.354104308390022s;0;
4.355238095238095s;0;
4.356371882086167s;0;
4.35750566893424s;0;
4.3586394557823125s;0;
4.359773242630385s;0;
4.360907029478458s;0;
4.36204081632653s;0;
4.363174603174603s;0;
4.364308390022675s;0;
4.365442176870748s;0;
4.36657596371882s;10362;
4.3631972789115645s;0;
4.364331065759637s;0;
4.36546485260771s;0;
4.366598639455782s;0;
4.367732426303855s;0;
4.368866213151927s;0;
4.37s;0;
4.371133786848072s;0;
4.372267573696145s;0;
4.373401360544218s;0;
4.37453514739229s;0;
4.3756689342403625s;0;
4.376802721088436s;0;
4.377936507936508s;0;
4.37907029478458s;0;
4.380204081632653s;0;
4.381337868480726s;0;
4.382471655328798s;0;
4.38360544217687s;0;
4.384739229024944s;0;
4.385873015873016s;0;
4.387006802721088s;0;
4.3881405895691605s;0;
4.389274376417234s;0;
4.390408163265306s;0;
4.391541950113378s;0;
4.3926757369614515s;7623;
4.389297052154196s;0;
4.390430839002268s;0;
4.39156462585034s;0;
4.3926984126984125s;0;
4.393832199546486s;0;
4.394965986394558s;0;
4.39609977324263s;0;
4.3972335600907035s;0;
4.398367346938776s;0;
4.399501133786848s;0;
4.4006349206349205s;0;
4.401768707482994s;0;
4.402902494331066s;0;
4.404036281179138s;0;
4.4051700680272114s;0;
4.406303854875284s;0;
4.407437641723356s;0;
4.408571428571428s;0;
4.409705215419502s;0;
4.410839002267574s;0;
4.411972789115646s;0;
4.413106575963719s;0;
4.414240362811792s;0;
4.415374149659864s;0;
4.416507936507937s;0;
4.4176417233560095s;0;
4.418775510204082s;18359;
4.415396825396825s;0;
4.416530612244897s;0;
4.4176643990929705s;0;
4.418798185941043s;0;
4.419931972789115s;0;
4.421065759637188s;0;
4.422199546485261s;0;
4.423333333333333s;0;
4.424467120181405s;0;
4.425600907029478s;0;
4.426734693877551s;0;
4.427868480725623s;0;
4.429002267573696s;0;
4.4301360544217685s;0;
4.431269841269841s;0;
4.432403628117913s;0;
4.433537414965986s;0;
4.434671201814059s;0;
4.435804988662131s;0;
4.436938775510204s;0;
4.438072562358276s;0;
4.439206349206349s;0;
4.440340136054421s;0;
4.441473922902494s;0;
4.4426077097505665s;0;
4.443741496598639s;0;
4.444875283446712s;21798;
4.441496598639456s;0;
4.442630385487528s;0;
4.443764172335601s;0;
4.444897959183673s;0;
4.446031746031746s;0;
4.4471655328798185s;0;
4.448299319727891s;0;
4.449433106575964s;0;
4.450566893424036s;0;
4.451700680272109s;0;
4.452834467120181s;0;
4.453968253968254s;0;
4.455102040816326s;0;
4.456235827664399s;0;
4.457369614512472s;0;
4.458503401360544s;0;
4.4596371882086165s;0;
4.46077097505669s;0;
4.461904761904762s;0;
4.463038548752834s;0;
4.464172335600907s;0;
4.46530612244898s;0;
4.466439909297052s;0;
4.4675736961451245s;0;
4.468707482993198s;0;
4.46984126984127s;0;
4.470975056689342s;13589;
4.467596371882086s;0;
4.468730158730159s;0;
4.469863945578232s;0;
4.470997732426304s;0;
4.4721315192743765s;0;
4.47326530612245s;0;
4.474399092970522s;0;
4.475532879818594s;0;
4.476666666666667s;0;
4.47780045351474s;0;
4.478934240362812s;0;
4.480068027210884s;0;
4.481201814058958s;0;
4.48233560090703s;0;
4.483469387755102s;0;
4.4846031746031745s;0;
4.485736961451248s;0;
4.48687074829932s;0;
4.488004535147392s;0;
4.4891383219954655s;0;
4.490272108843538s;0;
4.49140589569161s;0;
4.492539682539682s;0;
4.493673469387756s;0;
4.494807256235828s;0;
4.4959410430839s;0;
4.497074829931973s;4673;
4.4936961451247175s;0;
4.49482993197279s;0;
4.495963718820862s;0;
4.497097505668934s;0;
4.498231292517008s;0;
4.49936507936508s;0;
4.500498866213152s;0;
4.501632653061225s;0;
4.502766439909298s;0;
4.50390022675737s;0;
4.505034013605443s;0;
4.5061678004535155s;0;
4.507301587301588s;0;
4.50843537414966s;0;
4.509569160997733s;0;
4.510702947845806s;0;
4.511836734693878s;0;
4.512970521541951s;0;
4.514104308390023s;0;
4.515238095238096s;0;
4.516371882086168s;0;
4.517505668934241s;0;
4.5186394557823135s;0;
4.519773242630386s;0;
4.520907029478459s;0;
4.522040816326531s;0;
4.523174603174604s;20524;
4.519795918367347s;0;
4.520929705215419s;0;
4.522063492063492s;0;
4.523197278911565s;0;
4.524331065759637s;0;
4.52546485260771s;0;
4.5265986394557824s;0;
4.527732426303855s;0;
4.528866213151927s;0;
4.53s;0;
4.5311337868480726s;0;
4.532267573696145s;0;
4.533401360544218s;0;
4.53453514739229s;0;
4.535668934240363s;0;
4.536802721088435s;0;
4.537936507936508s;0;
4.5390702947845805s;0;
4.540204081632653s;0;
4.541337868480726s;0;
4.542471655328798s;0;
4.543605442176871s;0;
4.544739229024944s;0;
4.545873015873016s;0;
4.547006802721088s;0;
4.548140589569161s;0;
4.549274376417234s;20112;
4.545895691609978s;0;
4.54702947845805s;0;
4.548163265306123s;0;
4.549297052154196s;0;
4.550430839002268s;0;
4.55156462585034s;0;
4.552698412698413s;0;
4.553832199546486s;0;
4.554965986394558s;0;
4.5560997732426305s;0;
4.557233560090704s;0;
4.558367346938776s;0;
4.559501133786848s;0;
4.560634920634921s;0;
4.561768707482994s;0;
4.562902494331066s;0;
4.564036281179138s;0;
4.565170068027212s;0;
4.566303854875284s;0;
4.567437641723356s;0;
4.5685714285714285s;0;
4.569705215419502s;0;
4.570839002267574s;0;
4.571972789115646s;0;
4.5731065759637195s;0;
4.574240362811792s;0;
4.575374149659864s;23359;
4.571995464852607s;0;
4.57312925170068s;0;
4.574263038548753s;0;
4.575396825396825s;0;
4.576530612244897s;0;
4.577664399092971s;0;
4.578798185941043s;0;
4.579931972789115s;0;
4.5810657596371875s;0;
4.582199546485261s;0;
4.583333333333333s;0;
4.584467120181405s;0;
4.5856009070294785s;0;
4.586734693877551s;0;
4.587868480725623s;0;
4.5890022675736954s;0;
4.590136054421769s;0;
4.591269841269841s;0;
4.592403628117913s;0;
4.593537414965986s;0;
4.594671201814059s;0;
4.595804988662131s;0;
4.596938775510204s;0;
4.5980725623582765s;0;
4.599206349206349s;0;
4.600340136054421s;0;
4.601473922902494s;19586;
4.5980952380952385s;0;
4.599229024943311s;0;
4.600362811791383s;0;
4.601496598639456s;0;
4.602630385487529s;0;
4.603764172335601s;0;
4.604897959183673s;0;
4.606031746031746s;0;
4.607165532879819s;0;
4.608299319727891s;0;
4.609433106575964s;0;
4.6105668934240365s;0;
4.611700680272109s;0;
4.612834467120181s;0;
4.613968253968254s;0;
4.615102040816327s;0;
4.616235827664399s;0;
4.617369614512472s;0;
4.618503401360544s;0;
4.619637188208617s;0;
4.620770975056689s;0;
4.621904761904762s;0;
4.6230385487528345s;0;
4.624172335600907s;0;
4.62530612244898s;0;
4.626439909297052s;0;
4.627573696145125s;18718;
4.624195011337868s;0;
4.62532879818594s;0;
4.626462585034013s;0;
4.627596371882086s;0;
4.628730158730158s;0;
4.629863945578231s;0;
4.630997732426303s;0;
4.632131519274376s;0;
4.633265306122448s;0;
4.634399092970521s;0;
4.6355328798185935s;0;
4.636666666666666s;0;
4.637800453514739s;0;
4.638934240362811s;0;
4.640068027210884s;0;
4.641201814058957s;0;
4.642335600907029s;0;
4.643469387755101s;0;
4.644603174603174s;0;
4.645736961451247s;0;
4.646870748299319s;0;
4.6480045351473915s;0;
4.649138321995465s;0;
4.650272108843537s;0;
4.651405895691609s;0;
4.652539682539682s;0;
4.653673469387755s;1676;
4.6502947845805s;0;
4.651428571428572s;0;
4.652562358276644s;0;
4.653696145124718s;0;
4.65482993197279s;0;
4.655963718820862s;0;
4.6570975056689345s;0;
4.658231292517008s;0;
4.65936507936508s;0;
4.660498866213152s;0;
4.6616326530612255s;0;
4.662766439909298s;0;
4.66390022675737s;0;
4.6650340136054425s;0;
4.666167800453516s;0;
4.667301587301588s;0;
4.66843537414966s;0;
4.6695691609977334s;0;
4.670702947845806s;0;
4.671836734693878s;0;
4.67297052154195s;0;
4.6741043083900236s;0;
4.675238095238096s;0;
4.676371882086168s;0;
4.677505668934241s;0;
4.678639455782314s;0;
4.679773242630386s;5048;
4.676394557823129s;0;
4.6775283446712015s;0;
4.678662131519275s;0;
4.679795918367347s;0;
4.680929705215419s;0;
4.6820634920634925s;0;
4.683197278911565s;0;
4.684331065759637s;0;
4.68546485260771s;0;
4.686598639455783s;0;
4.687732426303855s;0;
4.688866213151927s;0;
4.69s;0;
4.691133786848073s;0;
4.692267573696145s;0;
4.693401360544218s;0;
4.6945351473922905s;0;
4.695668934240363s;0;
4.696802721088435s;0;
4.697936507936508s;0;
4.699070294784581s;0;
4.700204081632653s;0;
4.701337868480726s;0;
4.702471655328798s;0;
4.703605442176871s;0;
4.704739229024943s;0;
4.705873015873016s;181;
4.70249433106576s;0;
4.703628117913833s;0;
4.704761904761905s;0;
4.705895691609978s;0;
4.70702947845805s;0;
4.708163265306123s;0;
4.709297052154195s;0;
4.710430839002268s;0;
4.7115646258503405s;0;
4.712698412698413s;0;
4.713832199546486s;0;
4.714965986394558s;0;
4.716099773242631s;0;
4.717233560090703s;0;
4.718367346938776s;0;
4.719501133786848s;0;
4.720634920634921s;0;
4.721768707482994s;0;
4.722902494331066s;0;
4.7240362811791385s;0;
4.725170068027212s;0;
4.726303854875284s;0;
4.727437641723356s;0;
4.728571428571429s;0;
4.729705215419502s;0;
4.730839002267574s;0;
4.7319727891156464s;11356;
4.72859410430839s;0;
4.729727891156463s;0;
4.730861678004535s;0;
4.7319954648526075s;0;
4.73312925170068s;0;
4.734263038548753s;0;
4.735396825396825s;0;
4.736530612244898s;0;
4.737664399092971s;0;
4.738798185941043s;0;
4.739931972789115s;0;
4.741065759637188s;0;
4.742199546485261s;0;
4.743333333333333s;0;
4.7444671201814055s;0;
4.745600907029479s;0;
4.746734693877551s;0;
4.747868480725623s;0;
4.749002267573696s;0;
4.750136054421769s;0;
4.751269841269841s;0;
4.752403628117913s;0;
4.753537414965987s;0;
4.754671201814059s;0;
4.755804988662131s;0;
4.7569387755102035s;0;
4.758072562358277s;13514;
4.754693877551021s;0;
4.755827664399093s;0;
4.756961451247165s;0;
4.758095238095239s;0;
4.759229024943311s;0;
4.760362811791383s;0;
4.7614965986394555s;0;
4.762630385487529s;0;
4.763764172335601s;0;
4.764897959183673s;0;
4.7660317460317465s;0;
4.767165532879819s;0;
4.768299319727891s;0;
4.769433106575964s;0;
4.770566893424037s;0;
4.771700680272109s;0;
4.772834467120181s;0;
4.773968253968254s;0;
4.775102040816327s;0;
4.776235827664399s;0;
4.777369614512472s;0;
4.7785034013605445s;0;
4.779637188208617s;0;
4.780770975056689s;0;
4.781904761904762s;0;
4.783038548752835s;0;
4.784172335600907s;24985;
4.780793650793651s;0;
4.781927437641724s;0;
4.7830612244897965s;0;
4.784195011337869s;0;
4.785328798185941s;0;
4.786462585034014s;0;
4.787596371882087s;0;
4.788730158730159s;0;
4.789863945578232s;0;
4.7909977324263044s;0;
4.792131519274377s;0;
4.793265306122449s;0;
4.794399092970522s;0;
4.7955328798185946s;0;
4.796666666666667s;0;
4.79780045351474s;0;
4.798934240362812s;0;
4.800068027210885s;0;
4.801201814058957s;0;
4.80233560090703s;0;
4.8034693877551025s;0;
4.804603174603175s;0;
4.805736961451248s;0;
4.80687074829932s;0;
4.808004535147393s;0;
4.809138321995466s;0;
4.810272108843538s;24779;
4.806893424036282s;0;
4.8080272108843545s;0;
4.809160997732427s;0;
4.8102947845805s;0;
4.811428571428572s;0;
4.812562358276645s;0;
4.813696145124718s;0;
4.81482993197279s;0;
4.815963718820862s;0;
4.817097505668935s;0;
4.818231292517008s;0;
4.81936507936508s;0;
4.8204988662131525s;0;
4.821632653061226s;0;
4.822766439909298s;0;
4.82390022675737s;0;
4.825034013605443s;0;
4.826167800453516s;0;
4.827301587301588s;0;
4.82843537414966s;0;
4.829569160997734s;0;
4.830702947845806s;0;
4.831836734693878s;0;
4.8329705215419505s;0;
4.834104308390024s;0;
4.835238095238096s;19012;
4.836371882086168s;1284;
4.8329931972789115s;0;
4.834126984126985s;0;
4.835260770975057s;0;
4.836394557823129s;0;
4.837528344671202s;0;
4.838662131519275s;0;
4.839795918367347s;0;
4.840929705215419s;0;
4.842063492063493s;0;
4.843197278911565s;0;
4.844331065759637s;0;
4.8454648526077095s;0;
4.846598639455783s;0;
4.847732426303855s;0;
4.848866213151927s;0;
4.8500000000000005s;0;
4.851133786848073s;0;
4.852267573696145s;0;
4.853401360544218s;0;
4.854535147392291s;0;
4.855668934240363s;0;
4.856802721088435s;0;
4.857936507936508s;0;
4.859070294784581s;0;
4.860204081632653s;0;
4.861337868480726s;0;
4.8624716553287985s;10105;
4.859092970521542s;0;
4.860226757369614s;0;
4.861360544217686s;0;
4.86249433106576s;0;
4.863628117913832s;0;
4.864761904761904s;0;
4.865895691609977s;0;
4.86702947845805s;0;
4.868163265306122s;0;
4.869297052154194s;0;
4.8704308390022675s;0;
4.87156462585034s;0;
4.872698412698412s;0;
4.873832199546485s;0;
4.874965986394558s;0;
4.87609977324263s;0;
4.877233560090702s;0;
4.878367346938775s;0;
4.879501133786848s;0;
4.88063492063492s;0;
4.881768707482993s;0;
4.8829024943310655s;0;
4.884036281179138s;0;
4.88517006802721s;0;
4.886303854875283s;0;
4.887437641723356s;0;
4.888571428571428s;2083;
4.885192743764172s;0;
4.886326530612245s;0;
4.8874603174603175s;0;
4.88859410430839s;0;
4.889727891156462s;0;
4.890861678004535s;0;
4.891995464852608s;0;
4.89312925170068s;0;
4.894263038548753s;0;
4.895396825396825s;0;
4.896530612244898s;0;
4.897664399092971s;0;
4.898798185941043s;0;
4.8999319727891155s;0;
4.901065759637188s;0;
4.902199546485261s;0;
4.903333333333333s;0;
4.904467120181406s;0;
4.905600907029479s;0;
4.906734693877551s;0;
4.907868480725623s;0;
4.909002267573696s;0;
4.910136054421769s;0;
4.911269841269841s;0;
4.9124036281179135s;0;
4.913537414965987s;0;
4.914671201814059s;11575;
4.911292517006802s;0;
4.9124263038548746s;0;
4.913560090702947s;0;
4.91469387755102s;0;
4.915827664399092s;0;
4.916961451247165s;0;
4.918095238095238s;0;
4.91922902494331s;0;
4.9203628117913825s;0;
4.921496598639455s;0;
4.922630385487528s;0;
4.9237641723356s;0;
4.924897959183673s;0;
4.926031746031746s;0;
4.927165532879818s;0;
4.92829931972789s;0;
4.929433106575963s;0;
4.930566893424036s;0;
4.931700680272108s;0;
4.9328344671201805s;0;
4.933968253968254s;0;
4.935102040816326s;0;
4.936235827664398s;0;
4.9373696145124715s;0;
4.938503401360544s;0;
4.939637188208616s;0;
4.940770975056688s;7912;
4.937392290249433s;0;
4.938526077097507s;0;
4.939659863945579s;0;
4.940793650793651s;0;
4.941927437641724s;0;
4.943061224489797s;0;
4.944195011337869s;0;
4.945328798185941s;0;
4.9464625850340145s;0;
4.947596371882087s;0;
4.948730158730159s;0;
4.949863945578232s;0;
4.950997732426305s;0;
4.952131519274377s;0;
4.953265306122449s;0;
4.954399092970522s;0;
4.955532879818595s;0;
4.956666666666667s;0;
4.95780045351474s;0;
4.9589342403628125s;0;
4.960068027210885s;0;
4.961201814058957s;0;
4.96233560090703s;0;
4.963469387755103s;0;
4.964603174603175s;0;
4.965736961451248s;0;
4.96687074829932s;13399;
4.963492063492064s;0;
4.964625850340136s;0;
4.965759637188208s;0;
4.966893424036281s;0;
4.968027210884354s;0;
4.969160997732426s;0;
4.970294784580499s;0;
4.9714285714285715s;0;
4.972562358276644s;0;
4.973696145124716s;0;
4.974829931972789s;0;
4.975963718820862s;0;
4.977097505668934s;0;
4.978231292517007s;0;
4.979365079365079s;0;
4.980498866213152s;0;
4.981632653061225s;0;
4.982766439909297s;0;
4.9839002267573695s;0;
4.985034013605442s;0;
4.986167800453515s;0;
4.987301587301587s;0;
4.98843537414966s;0;
4.989569160997733s;0;
4.990702947845805s;22871;
4.9918367346938775s;0;
4.99297052154195s;8008;
4.989591836734694s;0;
4.990725623582767s;0;
4.991859410430839s;0;
4.992993197278912s;0;
4.994126984126985s;0;
4.995260770975057s;0;
4.9963945578231295s;0;
4.997528344671202s;0;
4.998662131519275s;0;
4.999795918367347s;0;
5.00092970521542s;0;
5.002063492063493s;0;
5.003197278911565s;0;
5.004331065759637s;0;
5.00546485260771s;0;
5.006598639455783s;0;
5.007732426303855s;0;
5.0088662131519275s;0;
5.010000000000001s;0;
5.011133786848073s;0;
5.012267573696145s;0;
5.013401360544218s;0;
5.014535147392291s;0;
5.015668934240363s;0;
5.016802721088435s;0;
5.017936507936509s;0;
5.019070294784581s;3480;
5.015691609977324s;0;
5.016825396825396s;0;
5.017959183673469s;0;
5.019092970521542s;0;
5.020226757369614s;0;
5.0213605442176865s;0;
5.02249433106576s;0;
5.023628117913832s;0;
5.024761904761904s;0;
5.025895691609977s;0;
5.02702947845805s;0;
5.028163265306122s;0;
5.029297052154194s;0;
5.030430839002268s;0;
5.03156462585034s;0;
5.032698412698412s;0;
5.033832199546485s;0;
5.034965986394558s;0;
5.03609977324263s;0;
5.037233560090702s;0;
5.0383673469387755s;0;
5.039501133786848s;0;
5.04063492063492s;0;
5.041768707482993s;0;
5.042902494331066s;0;
5.044036281179138s;0;
5.04517006802721s;9607;
5.041791383219954s;0;
5.0429251700680275s;27165;
5.0440589569161s;0;
5.045192743764172s;0;
5.046326530612245s;0;
5.047460317460318s;0;
5.04859410430839s;0;
5.049727891156462s;0;
5.0508616780045354s;0;
5.051995464852608s;0;
5.05312925170068s;0;
5.054263038548753s;0;
5.0553968253968256s;0;
5.056530612244898s;0;
5.05766439909297s;0;
5.058798185941043s;0;
5.059931972789116s;0;
5.061065759637188s;0;
5.062199546485261s;0;
5.0633333333333335s;0;
5.064467120181406s;0;
5.065600907029478s;0;
5.066734693877551s;0;
5.067868480725624s;0;
5.069002267573696s;0;
5.070136054421769s;0;
5.071269841269841s;5491;
5.0678911564625855s;0;
5.069024943310658s;0;
5.07015873015873s;0;
5.071292517006803s;0;
5.072426303854876s;0;
5.073560090702948s;0;
5.074693877551021s;0;
5.075827664399093s;0;
5.076961451247166s;0;
